Image_id,Id, P1_X, P1_Y, P2_X, P2_Y, P3_X, P3_Y, P4_X, P4_Y,Class,Subclass,Sunroof,Taxi,Luggage_Carrier,Open_cargo_area,Enclosed_cab,Spare_wheel,Wrecked,Flatbed,Ladder,Enclosed_box,Soft_shell_box,Harnessed_to_a_cart,Vents,Air_conditioner,Color
100007,12,1811.146884,531.6382611,1808.598233,544.3815163,1835.104204,549.9885486,1837.652855,534.6966424,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100007,13,1851.925301,462.8246832,1849.37665,476.5873988,1878.431272,483.2138915,1882.509113,466.9025248,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100007,14,1508.615234,180.9673157,1527.465454,184.6157379,1521.384766,216.0326843,1502.534546,212.3842773,small vehicle,sedan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,white
100007,15,1719.335083,1513.594238,1731.075684,1516.075806,1724.664917,1546.405762,1712.924316,1543.924194,small vehicle,pickup,0,0,0,1,0,0,0,0,0,0,0,0,0,0,silver/grey
100007,16,1557.869081,1483.954973,1552.822752,1500.77607,1579.736507,1508.625916,1581.97932,1491.804819,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100007,17,1583.661429,1353.311121,1580.857913,1368.450109,1608.893074,1374.617844,1611.135887,1357.236044,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100007,18,1634.12472,1185.660856,1628.517687,1205.846173,1648.1423,1208.649689,1652.067223,1189.585779,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100007,19,1992.974786,1360.03956,1992.414082,1375.739251,2019.88854,1376.860657,2018.206431,1359.478857,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100007,20,1846.737427,1437.247803,1847.276245,1415.654541,1891.262573,1416.752197,1890.723755,1438.345459,large vehicle,Light truck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yellow
100007,21,1993.735229,1432.239868,1994.300293,1420.253174,2026.264771,1421.760132,2025.699707,1433.746826,small vehicle,sedan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,white
100007,22,1442.805897,1300.777341,1439.413643,1314.34636,1463.159424,1318.417065,1466.551679,1302.812694,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100007,23,1834.950521,1120.309401,1832.915168,1133.199968,1852.590244,1137.270673,1855.304048,1123.023204,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100007,24,1840.378128,1300.777341,1839.021226,1313.667909,1855.982499,1319.095516,1858.696302,1302.812694,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100007,25,715.8587646,1338.233887,719.9987793,1329.572388,737.1412354,1337.766113,733.0012207,1346.427612,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100008,26,779.9740669,493.0865309,775.803547,503.7445261,806.8507506,513.4757392,809.1677061,499.5740063,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100008,27,733.6349572,912.9188651,730.3912195,924.5036425,755.8777299,930.5277268,758.1946853,917.089385,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100008,28,714.1725311,1009.767604,709.5386201,1028.303248,726.2206996,1030.620204,730.8546106,1012.08456,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100008,29,592.3006725,1007.91404,590.4471081,1021.352382,609.9095342,1024.59612,613.1532719,1010.230996,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100008,30,645.1272576,1129.322508,641.8835199,1142.760849,667.8334214,1149.248325,671.5405501,1134.41981,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100008,31,134.5430207,1147.719597,134.5430207,1160.972583,152.383578,1161.482313,152.8933082,1146.190407,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100008,32,101.4105573,824.040916,101.9202875,835.2549806,127.4067978,835.7647108,127.4067978,824.040916,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100008,33,114.1538125,1297.070548,112.1148916,1312.872185,121.2900354,1314.911105,122.819226,1297.580278,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100008,34,633.5688935,1450.49934,628.9813216,1466.810707,657.5262132,1473.94693,661.6040548,1458.655024,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100008,35,639.5874023,1583.082397,644.432312,1566.996216,667.4125977,1573.917603,662.567688,1590.003784,small vehicle,sedan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,white
100008,36,786.9976858,1595.262719,781.9003837,1609.535165,812.4841961,1616.671388,817.5814982,1605.967054,small vehicle,Hatchback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other
100008,37,528.9978436,1560.235485,527.3157339,1570.328143,560.3972243,1582.102911,566.0042566,1569.76744,small vehicle,sedan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,white
100008,38,322.8596497,1498.666992,324.7423706,1489.253418,355.1403503,1495.333008,353.2576294,1504.746582,small vehicle,sedan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,red
100008,39,1267.44043,176.0000916,1278.804321,179.8554382,1267.55957,212.9999084,1256.195679,209.1445618,small vehicle,sedan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,white
100008,40,1248.244751,215.5503082,1262.10144,219.4682922,1254.755249,245.4496918,1240.89856,241.5317078,small vehicle,sedan,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yellow
100008,41,1224.458618,294.8427429,1233.512451,298.0343323,1222.541382,329.1572571,1213.487427,325.9656677,small vehicle,sedan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,white
100008,42,1447.846072,424.9626394,1443.360446,440.6623297,1462.424356,446.8300652,1468.592091,428.8875619,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100008,43,1889.696083,362.7581111,1882.911574,378.1774499,1910.666384,387.4290531,1916.217346,371.3929408,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100008,44,1345.910036,1225.872564,1340.863707,1238.768738,1367.777462,1246.618583,1370.580978,1232.601003,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100008,45,1411.741692,1301.847851,1400.527627,1331.921934,1414.290343,1337.019236,1424.994677,1306.435423,small vehicle,sedan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,silver/grey
100008,46,446.6557007,1057.099731,468.066864,1054.249878,473.3442993,1093.900269,451.933136,1096.750122,small vehicle,miniVan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,white
100008,47,1136.014889,1120.967347,1131.944184,1135.893267,1148.905457,1141.999325,1155.011515,1126.394955,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100008,48,1433.624184,860.0667833,1452.484202,864.6543552,1449.935551,876.8878802,1429.546342,873.3197687,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100008,49,609.8226301,322.2812061,606.4303756,358.2391041,619.3209428,360.2744568,627.4623536,323.6381079,small vehicle,Van,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yellow
100008,50,1565.940514,552.1885242,1557.120653,573.8989532,1578.152631,584.0757167,1586.972492,563.0437387,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100008,51,1247.800293,1086.901367,1249.487793,1075.020508,1278.199707,1079.098755,1276.512207,1090.979492,small vehicle,sedan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blue
100008,52,759.7441406,627.9676514,769.3439331,628.0326538,769.2558594,641.0323486,759.6560669,640.9673462,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100009,53,385.0375061,1399.349365,389.2203979,1388.101929,422.9624939,1400.650635,418.7796021,1411.898071,small vehicle,sedan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,silver/grey
100009,54,813.2169179,766.6095296,798.9694489,805.9596821,813.8953689,812.7441912,832.8919942,770.680235,small vehicle,pickup,0,0,0,1,0,0,0,0,0,0,0,0,0,0,white
100009,55,803.0565186,696.774292,817.0420532,700.2042847,808.9434814,733.225708,794.9579468,729.7957153,small vehicle,Jeep,0,0,0,0,0,1,0,0,0,0,0,0,0,0,red
100009,56,752.6199341,593.8529663,756.1489258,582.383606,794.380127,594.1470337,790.8510742,605.616394,small vehicle,sedan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,white
100009,57,915.005188,447.4147949,931.1086426,452.202301,919.994812,489.5852051,903.8913574,484.797699,small vehicle,sedan,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yellow
100009,58,944.2861938,637.9090576,948.7595825,619.2374268,985.7138062,628.0909424,981.2404175,646.7625732,small vehicle,miniVan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,white
100009,59,937.2375488,292.0994873,948.7513428,295.4806824,937.7624512,332.9005127,926.2486572,329.5192871,small vehicle,pickup,0,0,0,1,0,0,0,0,0,0,0,0,0,0,silver/grey
100009,60,1076.283447,136.5020752,1095.455078,137.5451813,1093.716553,169.4979248,1074.544922,168.4548187,small vehicle,Van,0,0,0,0,0,0,0,0,0,0,0,0,0,0,white
100009,61,1208.075345,52.87917691,1201.290836,67.80509684,1234.53493,82.05256585,1239.962538,67.12664593,small vehicle,sedan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,white
100009,62,1267.779025,123.4380711,1258.959163,137.6855401,1296.952414,153.9683618,1299.666217,141.0777946,small vehicle,sedan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,silver/grey
100009,63,138.1582669,375.1433571,134.7660123,390.069277,170.0454594,401.6029424,174.7946158,387.3554734,small vehicle,sedan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,white
100009,64,684.5515998,1564.887833,678.3838643,1580.307172,698.7373915,1587.708454,708.6057683,1572.289116,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100009,65,761.0315201,1228.129474,754.247011,1242.93204,778.3011795,1249.099775,782.6185944,1234.913983,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100009,66,740.0612194,1242.315266,735.7438045,1254.650737,756.7141053,1263.285567,762.8818408,1246.632681,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100009,67,845.5294965,1123.894744,839.361761,1138.080536,861.5656088,1147.332139,869.583665,1130.679253,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100009,68,1163.167875,1266.986208,1158.233687,1281.788773,1189.689138,1289.190056,1194.006553,1270.686849,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100009,69,663.5812991,401.0361431,658.6471107,417.689029,675.2999966,425.7070851,683.9348263,407.8206521,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100009,70,630.2755274,280.1485272,625.341339,294.9510924,649.3955075,302.9691486,655.563243,286.9330362,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100009,71,48.65806922,352.3110326,35.08905111,390.5509927,56.67612538,399.1858224,72.09546414,360.3290888,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100009,72,363.21258,541.6605126,356.4280709,558.930172,371.8474097,566.9482282,380.4822394,547.8282481,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100009,73,506.9208173,624.3081684,504.4537231,636.6436394,532.2085329,645.8952427,537.1427213,631.709451,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100009,74,122.0541217,1334.214525,115.8863862,1352.717732,145.4915167,1361.969335,151.0424786,1343.466128,small vehicle,sedan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,silver/grey
100009,75,926.1339535,875.6771713,916.6356408,895.3522475,974.9824187,915.0273238,983.8022805,893.3168948,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100009,76,1198.860912,1062.272142,1203.338688,1048.838814,1227.966456,1055.555478,1225.727568,1069.735102,small vehicle,pickup,0,0,0,1,0,0,0,0,0,0,0,0,0,0,red
100009,77,105.1897736,422.7622375,110.504982,409.3790894,132.8102264,418.2377625,127.4950256,431.6209106,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100009,78,709.4003296,472.4920959,714.6195679,459.071228,728.5996704,464.5079041,723.3804321,477.928772,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100009,79,25.59031677,134.1888275,26.46357727,124.6286316,39.40968323,125.8111725,38.53642273,135.3713684,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100010,80,755.7993164,1478.884155,770.8762207,1486.29541,757.2006836,1514.115845,742.1237793,1506.70459,small vehicle,sedan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,white
100010,81,1324.489231,1459.650012,1317.760792,1474.228296,1336.824702,1484.320954,1344.113844,1468.621263,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100010,82,856.8759411,1405.778869,848.2105275,1422.599966,877.2651493,1433.81403,882.8721816,1415.973473,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100010,83,664.707653,1363.980992,660.1200811,1375.704787,684.0774009,1386.409121,690.1941634,1373.156136,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100010,84,455.2085379,1325.241496,451.6404264,1336.965291,470.5004441,1342.572323,474.5782858,1327.790147,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100010,85,490.8896524,1481.21894,483.2436993,1493.962195,511.2788607,1502.117878,514.8469721,1489.884353,small vehicle,Jeep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,white
100010,86,1825.343402,972.9385529,1819.175666,988.9746652,1839.529193,1000.693363,1848.164023,980.3398355,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100010,87,1380.649672,1268.989857,1373.248389,1280.091781,1401.003199,1294.894346,1410.254802,1280.708555,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100010,88,1147.659488,1558.096535,1141.032995,1572.368981,1167.029236,1583.073316,1173.655729,1568.29114,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100010,89,1036.028573,1580.014934,1018.697746,1605.501445,1028.38262,1611.618207,1047.752367,1585.112236,large vehicle,Truck,0,0,0,1,0,0,0,0,0,0,0,0,0,0,white
100010,90,1633.694824,1164.706787,1643.026855,1153.739868,1661.305176,1169.293213,1651.973145,1180.260132,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100011,91,433.154541,986.152771,440.901886,971.2457886,472.845459,987.847229,465.098114,1002.754211,large vehicle,Light truck,0,0,0,1,0,0,0,0,0,0,0,0,0,0,white
100011,92,160.1647978,1437.394344,152.7018379,1450.963362,181.8752268,1464.53238,190.0166377,1447.571107,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100011,93,346.7387969,1469.959987,343.3465423,1483.529005,367.7707749,1490.313514,371.8414804,1476.066045,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100011,94,344.0249932,1260.997108,337.2404842,1283.385988,356.9155605,1290.170497,365.0569713,1268.460068,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100011,95,337.9189351,1185.689058,332.4913279,1204.007232,354.2017568,1209.43484,360.9862659,1191.795116,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100011,96,544.1680104,1078.493815,539.4188541,1094.098186,559.0939303,1097.49044,563.1646358,1081.886069,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100011,97,14.5013884,558.3255055,36.89026828,582.7497381,51.1377373,565.7884654,28.74885741,542.7211346,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100011,98,1175.805804,845.1067033,1173.092,862.0679759,1200.230036,866.8171322,1203.622291,847.142056,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100011,99,1212.442152,851.2127614,1211.085251,866.8171322,1243.650894,868.852485,1244.329345,854.6050159,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100011,100,1301.917899,1390.288901,1297.840058,1405.580807,1308.034662,1408.129458,1313.641694,1390.288901,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100011,101,1373.896118,1353.68103,1397.887329,1354.329468,1397.103882,1383.31897,1373.112671,1382.670532,small vehicle,sedan,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yellow
100011,102,1368.237061,1412.291992,1387.380005,1413.770386,1385.762939,1434.708008,1366.619995,1433.229614,small vehicle,sedan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,white
100011,103,1368.182826,1477.452767,1362.575794,1509.056039,1372.260668,1512.114421,1379.396891,1480.001418,small vehicle,sedan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,white
100011,104,986.0106154,1425.034814,982.0856928,1441.295207,1000.028196,1446.902239,1005.074525,1428.959736,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100011,105,725.40125,1362.901158,719.2335145,1381.404365,738.9702681,1388.188874,745.1380036,1369.685667,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100011,106,1774.103425,526.2829411,1773.640034,538.3311096,1792.175678,539.7212829,1793.10246,526.7463322,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100011,107,1340.647164,128.855772,1333.862654,149.88775,1364.392945,156.6722591,1373.212807,135.640281,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100011,108,1461.219238,337.7964783,1473.035889,335.707428,1478.780762,368.2035217,1466.964111,370.292572,small vehicle,Van,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yellow
100011,109,1349.467025,599.0222495,1339.290262,610.5559149,1349.467025,619.3757767,1359.643789,607.8421113,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100011,110,1338.611811,688.5777691,1336.576458,700.1114345,1365.071396,703.503689,1365.749847,690.6131218,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100011,111,1684.351848,1260.104831,1681.889071,1278.165194,1716.367946,1283.090747,1718.009797,1265.030384,small vehicle,sedan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,white
100011,112,668.5843978,1071.897123,682.0177257,1072.643419,679.7788377,1103.241555,667.0918058,1102.495259,small vehicle,sedan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,white
100011,113,497.4866638,208.9564514,506.3042908,200.8170929,518.5133667,214.0435486,509.6957092,222.1829071,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100011,114,1259.525757,1554.97937,1247.525757,1555.020508,1247.474243,1540.02063,1259.474243,1539.979492,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100011,115,1659.753052,1341.625977,1669.32019,1342.418457,1668.246948,1355.374023,1658.67981,1354.581543,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100011,116,1635.362549,1051.539429,1636.743774,1039.619141,1652.637451,1041.460571,1651.256226,1053.380859,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100011,117,1886.239136,170.0935364,1883.993286,155.869751,1902.760864,152.9064636,1905.006714,167.130249,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100012,118,990.3335516,721.6498862,981.8529153,753.136176,997.272254,759.9206851,1005.907084,729.0820075,small vehicle,sedan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,white
100012,119,916.4749189,782.1245329,909.6904099,796.3103245,951.0142378,809.2625691,955.9484262,796.9270981,small vehicle,pickup,0,0,0,1,0,0,0,0,0,0,0,0,0,0,white
100012,120,1028.727705,816.0470782,1026.877384,827.7657756,1066.350892,837.0173789,1070.051533,822.8315872,small vehicle,sedan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,white
100012,121,735.1434951,947.4198444,740.694457,935.701147,770.916361,952.3540328,765.365399,965.3062774,small vehicle,pickup,0,0,0,1,0,0,0,0,0,0,0,0,0,0,white
100012,122,364.3603289,1117.175378,358.0392018,1131.623668,395.0629462,1147.877995,404.0931277,1129.817632,small vehicle,Van,0,0,0,0,0,0,0,0,0,0,0,0,0,0,white
100012,123,655.1321749,1254.434138,648.8110478,1267.076392,676.8046106,1275.203555,679.5136651,1263.464319,small vehicle,Hatchback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,white
100012,124,1724.035889,1494.488159,1734.509644,1500.344604,1715.964111,1533.511841,1705.490356,1527.655396,small vehicle,pickup,0,0,0,1,0,0,0,0,0,0,0,0,0,0,red
100012,125,213.0304167,1565.903105,207.2839375,1581.500691,240.9418869,1595.456427,248.3302173,1579.037915,small vehicle,Van,0,0,0,0,0,0,0,0,0,0,0,0,0,0,white
100012,126,58.73342614,1066.243308,54.41601129,1088.447155,75.38631201,1093.381344,79.08695331,1067.476855,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100012,127,67.36825585,723.933987,59.35019969,755.3894381,71.06889715,760.9404,82.78759462,729.4849489,small vehicle,sedan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,white
100012,128,443.9375832,187.6107871,443.3208096,204.8804465,460.590469,204.8804465,460.590469,188.2275606,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100012,129,9.72900358,95.09475452,14.66319198,108.0469991,43.03477531,97.56184872,39.33413401,82.75928351,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100012,130,1037.273739,167.8740335,1034.806645,181.4430516,1083.531755,191.3114284,1087.232396,174.6585425,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100012,131,871.3616537,573.0942562,867.6610124,586.0465008,886.7809925,590.9806892,892.948728,579.2619917,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100012,132,979.9137986,653.8915913,975.5963837,668.6941565,994.0995903,676.0954391,1000.884099,658.2090062,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100012,133,1083.531755,642.7896674,1076.130472,660.6761004,1099.567867,667.4606094,1105.735603,654.5083649,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100012,134,652.4070433,796.3662815,649.3231755,807.4682054,665.3592878,813.6359409,669.0599291,800.0669228,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100012,135,777.612074,1360.71408,779.4623947,1375.516645,796.7320541,1374.283098,795.498507,1358.246986,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100012,136,854.0919943,1333.576044,847.9242588,1344.061194,861.4932769,1350.845703,867.0442388,1339.74378,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100012,137,372.3918513,1517.374562,368.0744364,1531.560354,389.0447372,1537.728089,393.362152,1522.925524,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100012,138,1434.475905,1269.431595,1422.140434,1291.635443,1437.559773,1299.653499,1451.128791,1274.365783,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100012,139,1710.173682,1126.956905,1708.940135,1143.60979,1732.37753,1146.076885,1734.227851,1130.040772,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100012,140,1789.120697,732.2218322,1786.653603,747.0243974,1807.00713,750.7250387,1810.090998,735.3057,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100012,141,1745.946548,420.1344157,1741.01236,435.5537544,1760.13234,441.1047164,1766.300076,425.6853776,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100012,142,1758.282019,349.8222309,1753.347831,366.4751168,1781.719414,372.6428523,1786.653603,356.6067399,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100012,143,1629.376347,309.1151766,1624.442159,321.4506476,1646.029233,328.2351566,1650.346648,314.6661385,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100012,144,501.7960244,677.7410766,496.7496953,695.6835799,518.6171212,699.0477993,523.6634503,678.8624831,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100012,145,1936.715484,255.908619,1934.476596,273.8197229,1950.895108,276.8049069,1956.865476,257.401211,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100012,146,1945.671036,159.6364355,1963.58214,165.6068035,1963.58214,182.0253154,1942.685852,176.8012434,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100012,147,1492.669367,670.1028969,1485.952703,685.0288168,1506.102695,691.7454808,1512.073063,679.0584488,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100012,148,1683.721142,530.5455456,1677.750774,551.4418335,1709.841502,556.6659055,1714.319278,539.5010975,small vehicle,Van,0,0,0,0,0,0,0,0,0,0,0,0,0,0,red
100012,149,1774.022957,897.7231757,1785.217397,901.4546557,1779.993325,917.1268716,1768.798885,913.3953916,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100012,150,1978.50806,1178.33047,1968.806212,1193.25639,1985.97102,1203.704534,1997.16546,1184.300838,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100012,151,633.6826752,1114.149015,652.3400751,1119.373087,644.8771151,1135.791598,627.7123072,1129.074935,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100012,152,1501.114194,1085.205869,1506.333433,1071.784971,1520.313413,1077.221738,1515.094175,1090.642637,solar panel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
